shipping_key,shipping_type,delivery_days,order_status
23045,Standard,24,delivered
23046,Standard,27,delivered
23047,Standard,35,delivered
23048,Standard,20,delivered
23049,Standard,27,delivered
23050,Standard,28,delivered
23051,Standard,18,delivered
23052,Standard,7,delivered
23053,Standard,15,delivered
23054,Standard,23,delivered
23055,Standard,19,delivered
23056,Standard,23,delivered
23057,Standard,25,delivered
23058,Standard,18,delivered
23059,Standard,21,delivered
23060,Standard,9,delivered
23061,Standard,23,delivered
23062,Standard,18,delivered
23063,Standard,33,delivered
23064,Standard,21,delivered
23065,Express,24,delivered
23066,Standard,23,delivered
23067,Standard,3,delivered
23068,Standard,36,delivered
23069,Standard,22,delivered
23070,Standard,20,delivered
23071,Express,30,delivered
23072,Standard,39,delivered
23073,Standard,40,delivered
23074,Standard,28,delivered
23075,Standard,33,delivered
23076,Standard,37,delivered
23077,Standard,29,delivered
23078,Standard,22,delivered
23079,Standard,36,delivered
23080,Standard,24,delivered
23081,Standard,12,delivered
23082,Standard,26,delivered
23083,Standard,23,delivered
23084,Standard,15,delivered
23085,Standard,26,delivered
23086,Standard,33,delivered
23087,Standard,23,delivered
23088,Standard,13,delivered
23089,Express,17,delivered
23090,Standard,22,delivered
23091,Standard,25,delivered
23092,Standard,29,delivered
23093,Standard,17,delivered
23094,Standard,27,delivered
23095,Standard,17,delivered
23096,Standard,19,unavailable
23097,Standard,20,processing
23098,Standard,23,shipped
23099,Standard,35,delivered
23100,Standard,23,delivered
23101,Standard,15,delivered
23102,Standard,50,delivered
23103,Standard,13,delivered
23104,Standard,36,delivered
23105,Standard,28,delivered
23106,Standard,28,delivered
23107,Standard,29,delivered
23108,Standard,12,delivered
23109,Standard,16,delivered
23110,Standard,34,delivered
23111,Standard,43,delivered
23112,Standard,23,delivered
23113,Standard,27,delivered
23114,Standard,17,delivered
23115,Standard,35,delivered
23116,Standard,24,delivered
23117,Standard,21,delivered
23118,Standard,27,delivered
23119,Standard,26,shipped
23120,Standard,27,delivered
23121,Standard,10,delivered
23122,Standard,19,delivered
23123,Standard,19,delivered
23124,Standard,30,delivered
23125,Standard,13,delivered
23126,Standard,17,delivered
23127,Standard,20,delivered
23128,Standard,23,delivered
23129,Standard,28,delivered
23130,Standard,21,delivered
23131,Standard,22,delivered
23132,Standard,30,delivered
23133,Standard,19,delivered
23134,Standard,31,delivered
23135,Standard,13,delivered
23136,Standard,32,delivered
23137,Standard,22,delivered
23138,Express,23,delivered
23139,Standard,36,delivered
23140,Standard,16,delivered
23141,Standard,26,delivered
23142,Standard,17,delivered
23143,Standard,17,delivered
23144,Standard,18,delivered
23145,Standard,14,delivered
23146,Standard,15,delivered
23147,Standard,13,delivered
23148,Standard,26,delivered
23149,Standard,30,delivered
23150,Standard,34,delivered
23151,Standard,32,delivered
23152,Standard,34,delivered
23153,Standard,28,delivered
23154,Standard,8,shipped
23155,Standard,46,delivered
23156,Standard,29,delivered
23157,Standard,30,delivered
23158,Standard,18,delivered
23159,Standard,34,delivered
23160,Standard,38,delivered
23161,Standard,24,delivered
23162,Standard,40,delivered
23163,Standard,22,delivered
23164,Standard,20,delivered
23165,Standard,17,delivered
23166,Standard,24,delivered
23167,Standard,23,delivered
23168,Standard,25,delivered
23169,Standard,30,delivered
23170,Standard,30,delivered
23171,Standard,18,delivered
23172,Standard,7,delivered
23173,Standard,17,delivered
23174,Standard,18,shipped
23175,Standard,11,delivered
23176,Standard,18,delivered
23177,Standard,16,delivered
23178,Standard,21,delivered
23179,Standard,21,delivered
23180,Standard,21,delivered
23181,Standard,22,delivered
23182,Standard,17,delivered
23183,Express,25,delivered
23184,Standard,33,delivered
23185,Standard,20,delivered
23186,Standard,29,delivered
23187,Standard,18,delivered
23188,Standard,25,delivered
23189,Standard,21,delivered
23190,Standard,3,delivered
23191,Standard,10,delivered
23192,Standard,28,delivered
23193,Standard,7,delivered
23194,Standard,11,delivered
23195,Standard,30,delivered
23196,Standard,36,delivered
23197,Standard,23,delivered
23198,Standard,23,delivered
23199,Standard,22,delivered
23200,Standard,17,delivered
23201,Standard,14,delivered
23202,Standard,9,delivered
23203,Standard,29,delivered
23204,Standard,22,delivered
23205,Standard,22,delivered
23206,Standard,16,delivered
23207,Standard,20,delivered
23208,Standard,19,delivered
23209,Standard,18,delivered
23210,Standard,10,delivered
23211,Standard,33,delivered
23212,Express,15,delivered
23213,Standard,9,delivered
23214,Standard,25,delivered
23215,Standard,25,delivered
23216,Standard,17,delivered
23217,Standard,17,delivered
23218,Standard,21,delivered
23219,Standard,26,delivered
23220,Standard,30,delivered
23221,Standard,37,delivered
23222,Standard,34,delivered
23223,Standard,27,delivered
23224,Standard,25,delivered
23225,Standard,37,delivered
23226,Standard,35,delivered
23227,Standard,26,delivered
23228,Standard,30,delivered
23229,Standard,27,delivered
23230,Standard,25,delivered
23231,Standard,21,canceled
23232,Standard,29,delivered
23233,Express,28,delivered
23234,Standard,19,delivered
23235,Standard,28,delivered
23236,Standard,22,delivered
23237,Standard,32,delivered
23238,Standard,21,delivered
23239,Standard,18,delivered
23240,Standard,35,delivered
23241,Standard,30,shipped
23242,Standard,30,delivered
23243,Standard,20,delivered
23244,Standard,24,delivered
23245,Standard,15,delivered
23246,Standard,19,delivered
23247,Standard,22,delivered
23248,Standard,28,delivered
23249,Standard,20,delivered
23250,Standard,28,delivered
23251,Express,29,delivered
23252,Standard,12,delivered
23253,Standard,15,delivered
23254,Standard,16,delivered
23255,Standard,56,shipped
23256,Standard,31,delivered
23257,Standard,43,delivered
23258,Standard,20,delivered
23259,Standard,23,delivered
23260,Standard,24,delivered
23261,Standard,23,delivered
23262,Standard,31,delivered
23263,Standard,31,delivered
23264,Standard,24,delivered
23265,Standard,17,delivered
23266,Standard,29,delivered
23267,Standard,34,delivered
23268,Standard,16,delivered
23269,Standard,6,delivered
23270,Standard,26,delivered
23271,Standard,22,delivered
23272,Standard,21,delivered
23273,Standard,26,delivered
23274,Standard,18,delivered
23275,Standard,30,delivered
23276,Standard,15,delivered
23277,Standard,19,delivered
23278,Standard,27,delivered
23279,Standard,20,delivered
23280,Standard,33,delivered
23281,Standard,19,delivered
23282,Standard,22,delivered
23283,Standard,24,delivered
23284,Express,19,delivered
23285,Standard,20,delivered
23286,Standard,21,delivered
23287,Standard,29,delivered
23288,Standard,24,delivered
23289,Standard,19,delivered
23290,Standard,48,delivered
23291,Standard,4,delivered
23292,Standard,16,delivered
23293,Standard,28,delivered
23294,Standard,21,delivered
23295,Standard,8,delivered
23296,Standard,18,delivered
23297,Standard,27,delivered
23298,Standard,28,delivered
23299,Standard,23,delivered
23300,Standard,16,delivered
23301,Standard,11,delivered
23302,Standard,2,delivered
23303,Standard,35,delivered
23304,Standard,10,delivered
23305,Standard,20,delivered
23306,Standard,21,delivered
23307,Standard,16,delivered
23308,Standard,22,delivered
23309,Express,29,delivered
23310,Express,29,delivered
23311,Standard,30,delivered
23312,Standard,13,delivered
23313,Standard,32,delivered
23314,Standard,15,delivered
23315,Standard,25,delivered
23316,Standard,20,delivered
23317,Standard,32,delivered
23318,Standard,22,delivered
23319,Standard,17,delivered
23320,Standard,26,delivered
23321,Standard,28,delivered
23322,Standard,8,delivered
23323,Standard,20,delivered
23324,Standard,23,delivered
23325,Standard,13,delivered
23326,Standard,11,delivered
23327,Standard,27,delivered
23328,Standard,39,delivered
23329,Standard,15,delivered
23330,Standard,25,delivered
23331,Standard,28,delivered
23332,Standard,32,delivered
23333,Standard,21,delivered
23334,Standard,19,delivered
23335,Standard,24,delivered
23336,Standard,14,delivered
23337,Standard,33,delivered
23338,Standard,29,delivered
23339,Standard,16,delivered
23340,Standard,12,delivered
23341,Standard,18,delivered
23342,Standard,40,delivered
23343,Standard,16,delivered
23344,Standard,25,delivered
23345,Standard,17,delivered
23346,Standard,21,delivered
23347,Standard,36,delivered
23348,Standard,28,delivered
23349,Standard,8,delivered
23350,Standard,27,delivered
23351,Standard,43,delivered
23352,Standard,33,delivered
23353,Standard,14,delivered
23354,Standard,22,delivered
23355,Standard,21,delivered
23356,Standard,29,delivered
23357,Standard,22,delivered
23358,Standard,20,delivered
23359,Standard,26,delivered
23360,Standard,23,delivered
23361,Standard,24,delivered
23362,Standard,25,delivered
23363,Standard,18,delivered
23364,Standard,23,delivered
23365,Standard,11,delivered
23366,Standard,32,delivered
23367,Standard,19,delivered
23368,Standard,39,delivered
23369,Standard,30,processing
23370,Standard,31,delivered
23371,Standard,30,delivered
23372,Standard,37,delivered
23373,Standard,16,delivered
23374,Standard,12,delivered
23375,Standard,28,delivered
23376,Standard,27,delivered
23377,Standard,19,delivered
23378,Standard,5,delivered
23379,Standard,19,delivered
23380,Standard,23,delivered
23381,Standard,13,delivered
23382,Standard,21,delivered
23383,Standard,33,delivered
23384,Standard,21,delivered
23385,Standard,17,delivered
23386,Standard,30,delivered
23387,Standard,9,delivered
23388,Standard,33,delivered
23389,Standard,13,shipped
23390,Standard,11,delivered
23391,Standard,30,delivered
23392,Express,22,delivered
23393,Standard,25,delivered
23394,Standard,24,delivered
23395,Standard,36,delivered
23396,Standard,28,delivered
23397,Standard,20,delivered
23398,Standard,25,delivered
23399,Standard,13,delivered
23400,Standard,20,delivered
23401,Standard,25,delivered
23402,Standard,18,delivered
23403,Standard,16,delivered
23404,Standard,24,delivered
23405,Standard,23,delivered
23406,Standard,21,delivered
23407,Standard,44,delivered
23408,Standard,22,delivered
23409,Standard,32,delivered
23410,Standard,22,delivered
23411,Standard,23,delivered
23412,Standard,12,delivered
23413,Standard,24,delivered
23414,Standard,13,delivered
23415,Standard,12,delivered
23416,Standard,26,delivered
23417,Standard,20,delivered
23418,Standard,21,delivered
23419,Standard,23,delivered
23420,Standard,17,delivered
23421,Standard,33,delivered
23422,Standard,20,delivered
23423,Standard,26,delivered
23424,Standard,30,delivered
23425,Standard,39,delivered
23426,Standard,25,delivered
23427,Standard,14,delivered
23428,Standard,18,invoiced
23429,Standard,19,delivered
23430,Standard,20,delivered
23431,Standard,22,delivered
23432,Standard,36,delivered
23433,Standard,25,shipped
23434,Standard,16,delivered
23435,Standard,13,delivered
23436,Standard,35,invoiced
23437,Standard,11,delivered
23438,Standard,34,delivered
23439,Standard,21,delivered
23440,Standard,16,delivered
23441,Standard,39,delivered
23442,Standard,65,delivered
23443,Standard,21,delivered
23444,Standard,29,delivered
23445,Standard,15,delivered
23446,Standard,36,delivered
23447,Standard,22,delivered
23448,Standard,9,delivered
23449,Standard,22,delivered
23450,Standard,15,delivered
23451,Standard,31,delivered
23452,Standard,22,delivered
23453,Standard,4,delivered
23454,Standard,29,delivered
23455,Standard,29,delivered
23456,Standard,14,delivered
23457,Standard,20,delivered
23458,Standard,16,delivered
23459,Standard,25,delivered
23460,Standard,15,delivered
23461,Standard,14,delivered
23462,Standard,20,delivered
23463,Standard,52,delivered
23464,Standard,25,delivered
23465,Standard,24,delivered
23466,Standard,31,delivered
23467,Standard,36,delivered
23468,Standard,22,delivered
23469,Standard,33,delivered
23470,Standard,11,delivered
23471,Standard,21,delivered
23472,Standard,23,delivered
23473,Standard,19,delivered
23474,Standard,20,delivered
23475,Standard,29,delivered
23476,Standard,46,delivered
23477,Standard,25,delivered
23478,Standard,22,delivered
23479,Standard,18,delivered
23480,Standard,34,delivered
23481,Standard,21,delivered
23482,Standard,30,delivered
23483,Standard,16,delivered
23484,Standard,20,delivered
23485,Standard,19,delivered
23486,Standard,30,delivered
23487,Standard,11,delivered
23488,Standard,16,delivered
23489,Standard,20,delivered
23490,Standard,18,delivered
23491,Standard,9,delivered
23492,Standard,18,delivered
23493,Standard,23,delivered
23494,Standard,30,delivered
23495,Standard,22,delivered
23496,Standard,23,delivered
23497,Standard,26,delivered
23498,Standard,13,delivered
23499,Standard,14,delivered
23500,Standard,20,delivered
23501,Standard,16,delivered
23502,Standard,12,delivered
23503,Express,21,delivered
23504,Express,40,delivered
23505,Express,32,delivered
23506,Express,26,delivered
23507,Express,14,delivered
23508,Express,26,delivered
23509,Standard,25,delivered
23510,Standard,24,delivered
23511,Standard,19,delivered
23512,Standard,19,delivered
23513,Standard,27,delivered
23514,Standard,21,delivered
23515,Standard,11,delivered
23516,Standard,23,delivered
23517,Express,25,delivered
23518,Standard,5,delivered
23519,Standard,24,delivered
23520,Standard,13,delivered
23521,Standard,28,delivered
23522,Standard,21,delivered
23523,Standard,25,delivered
23524,Standard,24,delivered
23525,Standard,20,delivered
23526,Standard,18,delivered
23527,Standard,27,canceled
23528,Standard,31,delivered
23529,Standard,29,delivered
23530,Standard,13,delivered
23531,Standard,12,delivered
23532,Standard,5,delivered
23533,Standard,32,delivered
23534,Standard,19,delivered
23535,Standard,33,delivered
23536,Standard,27,delivered
23537,Standard,20,delivered
23538,Standard,30,delivered
23539,Standard,31,shipped
23540,Standard,36,delivered
23541,Standard,15,delivered
23542,Standard,26,delivered
23543,Standard,28,delivered
23544,Standard,2,delivered
23545,Express,24,delivered
23546,Express,9,delivered
23547,Standard,3,delivered
23548,Standard,55,delivered
23549,Standard,32,delivered
23550,Standard,28,delivered
23551,Standard,27,delivered
23552,Standard,36,delivered
23553,Standard,15,delivered
23554,Standard,22,unavailable
23555,Standard,33,delivered
23556,Standard,18,delivered
23557,Standard,35,delivered
23558,Standard,17,delivered
23559,Standard,19,delivered
23560,Standard,19,delivered
23561,Standard,21,delivered
23562,Standard,31,delivered
23563,Standard,25,delivered
23564,Standard,27,delivered
23565,Standard,22,delivered
23566,Standard,17,delivered
23567,Standard,17,delivered
23568,Standard,9,delivered
23569,Standard,18,delivered
23570,Standard,22,delivered
23571,Standard,29,delivered
23572,Standard,22,delivered
23573,Standard,19,delivered
23574,Standard,13,delivered
23575,Standard,15,delivered
23576,Standard,34,delivered
23577,Standard,29,delivered
23578,Standard,24,delivered
23579,Standard,33,delivered
23580,Standard,17,delivered
23581,Standard,20,delivered
23582,Standard,31,delivered
23583,Standard,25,delivered
23584,Standard,22,shipped
23585,Standard,20,delivered
23586,Standard,21,delivered
23587,Standard,24,delivered
23588,Standard,3,delivered
23589,Standard,34,delivered
23590,Standard,23,delivered
23591,Standard,22,delivered
23592,Standard,13,delivered
23593,Standard,23,delivered
23594,Express,21,delivered
23595,Standard,21,delivered
23596,Standard,15,delivered
23597,Standard,34,delivered
23598,Standard,31,delivered
23599,Standard,13,delivered
23600,Standard,22,delivered
23601,Standard,22,delivered
23602,Standard,23,delivered
23603,Standard,15,delivered
23604,Standard,20,delivered
23605,Standard,26,delivered
23606,Express,22,delivered
23607,Standard,22,delivered
23608,Standard,24,delivered
23609,Standard,23,delivered
23610,Standard,8,delivered
23611,Standard,29,delivered
23612,Standard,20,delivered
23613,Standard,12,delivered
23614,Standard,19,delivered
23615,Standard,9,delivered
23616,Standard,31,delivered
23617,Standard,13,delivered
23618,Standard,17,delivered
23619,Standard,36,delivered
23620,Standard,35,delivered
23621,Standard,22,delivered
23622,Standard,34,delivered
23623,Standard,12,delivered
23624,Standard,38,delivered
23625,Standard,24,delivered
23626,Standard,36,delivered
23627,Standard,19,delivered
23628,Standard,29,delivered
23629,Standard,18,delivered
23630,Standard,14,delivered
23631,Standard,17,delivered
23632,Standard,25,delivered
23633,Standard,30,delivered
23634,Standard,18,delivered
23635,Standard,20,delivered
23636,Standard,28,delivered
23637,Standard,26,delivered
23638,Standard,25,delivered
23639,Express,28,delivered
23640,Standard,26,delivered
23641,Standard,43,delivered
23642,Standard,3,delivered
23643,Standard,16,delivered
23644,Standard,18,delivered
23645,Standard,22,delivered
23646,Standard,26,delivered
23647,Standard,24,delivered
23648,Standard,30,delivered
23649,Standard,21,delivered
23650,Standard,23,delivered
23651,Standard,29,delivered
23652,Standard,29,processing
23653,Standard,20,delivered
23654,Standard,24,delivered
23655,Standard,23,canceled
23656,Standard,30,delivered
23657,Standard,21,delivered
23658,Standard,13,delivered
23659,Standard,21,delivered
23660,Standard,28,delivered
23661,Standard,25,delivered
23662,Standard,34,delivered
23663,Standard,20,delivered
23664,Standard,27,delivered
23665,Standard,16,delivered
23666,Standard,19,delivered
23667,Standard,34,delivered
23668,Standard,17,delivered
23669,Standard,26,delivered
23670,Standard,38,delivered
23671,Standard,30,delivered
23672,Standard,15,delivered
23673,Standard,22,delivered
23674,Standard,19,delivered
23675,Standard,39,delivered
23676,Standard,22,shipped
23677,Standard,8,delivered
23678,Standard,16,delivered
23679,Standard,24,delivered
23680,Express,18,canceled
23681,Standard,18,delivered
23682,Standard,22,delivered
23683,Standard,41,delivered
23684,Standard,23,delivered
23685,Standard,20,delivered
23686,Standard,22,delivered
23687,Standard,37,delivered
23688,Standard,37,delivered
23689,Standard,17,delivered
23690,Standard,25,delivered
23691,Standard,33,delivered
23692,Standard,31,delivered
23693,Standard,54,delivered
23694,Standard,12,delivered
23695,Standard,24,delivered
23696,Standard,23,delivered
23697,Standard,20,delivered
23698,Standard,32,delivered
23699,Standard,29,delivered
23700,Standard,24,delivered
23701,Standard,32,delivered
23702,Standard,17,delivered
23703,Standard,23,delivered
23704,Standard,29,delivered
23705,Standard,32,delivered
23706,Standard,29,delivered
23707,Standard,10,delivered
23708,Standard,38,delivered
23709,Standard,19,delivered
23710,Standard,23,delivered
23711,Standard,12,delivered
23712,Standard,24,delivered
23713,Standard,18,delivered
23714,Standard,23,delivered
23715,Standard,26,delivered
23716,Standard,26,delivered
23717,Standard,9,delivered
23718,Standard,32,delivered
23719,Standard,26,delivered
23720,Express,8,delivered
23721,Standard,30,delivered
23722,Standard,22,delivered
23723,Standard,33,delivered
23724,Standard,13,delivered
23725,Standard,52,delivered
23726,Standard,28,delivered
23727,Standard,34,delivered
23728,Standard,28,delivered
23729,Standard,32,delivered
23730,Standard,11,delivered
23731,Standard,19,delivered
23732,Standard,20,delivered
23733,Standard,25,delivered
23734,Standard,31,delivered
23735,Standard,13,unavailable
23736,Standard,9,delivered
23737,Standard,30,delivered
23738,Standard,41,delivered
23739,Standard,19,delivered
23740,Standard,25,delivered
23741,Standard,26,delivered
23742,Standard,7,delivered
23743,Standard,23,delivered
23744,Standard,29,delivered
23745,Standard,15,delivered
23746,Standard,23,delivered
23747,Standard,27,delivered
23748,Standard,26,delivered
23749,Standard,23,delivered
23750,Standard,22,delivered
23751,Standard,21,delivered
23752,Standard,27,delivered
23753,Express,12,delivered
23754,Standard,12,delivered
23755,Standard,16,unavailable
23756,Standard,23,delivered
23757,Standard,26,delivered
23758,Standard,3,delivered
23759,Standard,20,delivered
23760,Express,9,delivered
23761,Standard,21,delivered
23762,Express,19,delivered
23763,Standard,16,delivered
23764,Express,22,delivered
23765,Standard,14,delivered
23766,Standard,30,delivered
23767,Standard,16,delivered
23768,Standard,24,delivered
23769,Standard,26,delivered
23770,Standard,19,delivered
23771,Standard,28,delivered
23772,Standard,30,delivered
23773,Standard,24,delivered
23774,Standard,26,delivered
23775,Standard,37,delivered
23776,Standard,32,delivered
23777,Standard,27,delivered
23778,Standard,28,delivered
23779,Standard,21,delivered
23780,Standard,26,delivered
23781,Standard,13,delivered
23782,Standard,17,delivered
23783,Standard,26,delivered
23784,Standard,23,delivered
23785,Standard,27,delivered
23786,Standard,4,delivered
23787,Standard,33,delivered
23788,Standard,16,delivered
23789,Standard,21,delivered
23790,Standard,21,delivered
23791,Standard,28,delivered
23792,Standard,19,delivered
23793,Standard,16,delivered
23794,Standard,12,delivered
23795,Standard,22,delivered
23796,Standard,19,delivered
23797,Standard,13,delivered
23798,Standard,22,delivered
23799,Standard,23,delivered
23800,Standard,27,delivered
23801,Standard,22,delivered
23802,Standard,36,delivered
23803,Standard,27,delivered
23804,Standard,29,delivered
23805,Standard,22,delivered
23806,Standard,27,delivered
23807,Standard,28,delivered
23808,Standard,18,delivered
23809,Standard,12,delivered
23810,Standard,14,delivered
23811,Standard,46,delivered
23812,Standard,35,delivered
23813,Standard,41,delivered
23814,Standard,25,delivered
23815,Standard,26,delivered
23816,Express,18,delivered
23817,Standard,7,delivered
23818,Standard,18,delivered
23819,Standard,48,delivered
23820,Standard,12,delivered
23821,Standard,22,delivered
23822,Standard,29,delivered
23823,Standard,23,delivered
23824,Standard,23,shipped
23825,Standard,20,delivered
23826,Standard,16,delivered
23827,Standard,23,delivered
23828,Standard,13,delivered
23829,Standard,31,delivered
23830,Standard,11,delivered
23831,Standard,12,delivered
23832,Standard,15,delivered
23833,Standard,29,delivered
23834,Standard,25,delivered
23835,Standard,27,delivered
23836,Standard,20,delivered
23837,Standard,18,delivered
23838,Standard,19,delivered
23839,Standard,13,delivered
23840,Standard,42,processing
23841,Standard,10,delivered
23842,Standard,13,delivered
23843,Standard,16,delivered
23844,Standard,23,delivered
23845,Standard,31,delivered
23846,Standard,19,delivered
23847,Standard,17,delivered
23848,Standard,26,delivered
23849,Express,40,delivered
23850,Standard,25,delivered
23851,Standard,28,delivered
23852,Standard,28,delivered
23853,Standard,35,delivered
23854,Standard,13,delivered
23855,Standard,31,delivered
23856,Standard,24,delivered
23857,Standard,19,delivered
23858,Standard,20,delivered
23859,Standard,23,delivered
23860,Standard,8,delivered
23861,Standard,17,delivered
23862,Standard,11,delivered
23863,Standard,27,delivered
23864,Standard,24,delivered
23865,Standard,15,delivered
23866,Standard,10,delivered
23867,Standard,26,delivered
23868,Standard,16,delivered
23869,Standard,54,delivered
23870,Standard,31,delivered
23871,Standard,21,delivered
23872,Standard,8,delivered
23873,Standard,17,delivered
23874,Standard,39,delivered
23875,Standard,26,delivered
23876,Standard,20,delivered
23877,Standard,19,delivered
23878,Standard,30,delivered
23879,Standard,22,delivered
23880,Standard,21,delivered
23881,Standard,31,delivered
23882,Standard,14,delivered
23883,Standard,16,delivered
23884,Standard,11,delivered
23885,Standard,35,delivered
23886,Standard,41,delivered
23887,Standard,27,delivered
23888,Standard,39,delivered
23889,Standard,23,delivered
23890,Standard,29,delivered
23891,Standard,10,delivered
23892,Standard,32,delivered
23893,Standard,29,delivered
23894,Standard,40,delivered
23895,Standard,22,delivered
23896,Standard,23,delivered
23897,Standard,25,shipped
23898,Standard,13,delivered
23899,Standard,25,delivered
23900,Standard,48,delivered
23901,Standard,28,delivered
23902,Standard,16,delivered
23903,Standard,34,delivered
23904,Standard,26,delivered
23905,Standard,14,delivered
23906,Standard,25,delivered
23907,Standard,28,delivered
23908,Standard,18,delivered
23909,Standard,18,delivered
23910,Standard,22,delivered
23911,Standard,36,delivered
23912,Standard,23,delivered
23913,Standard,19,delivered
23914,Standard,18,delivered
23915,Standard,18,delivered
23916,Standard,14,delivered
23917,Standard,27,delivered
23918,Standard,22,delivered
23919,Standard,28,delivered
23920,Standard,22,delivered
23921,Standard,33,delivered
23922,Standard,16,delivered
23923,Standard,8,delivered
23924,Standard,7,delivered
23925,Standard,12,delivered
23926,Standard,21,delivered
23927,Standard,19,delivered
23928,Standard,27,delivered
23929,Standard,34,delivered
23930,Standard,25,delivered
23931,Standard,17,delivered
23932,Standard,33,delivered
23933,Standard,23,delivered
23934,Standard,19,delivered
23935,Standard,26,delivered
23936,Standard,23,delivered
23937,Standard,24,delivered
23938,Standard,34,delivered
23939,Standard,34,delivered
23940,Standard,24,delivered
23941,Standard,20,delivered
23942,Standard,4,delivered
23943,Standard,16,delivered
23944,Express,32,delivered
23945,Standard,18,delivered
23946,Standard,13,delivered
23947,Standard,26,delivered
23948,Standard,12,delivered
23949,Standard,28,delivered
23950,Standard,20,delivered
23951,Standard,13,delivered
23952,Standard,28,delivered
23953,Standard,27,delivered
23954,Standard,17,delivered
23955,Standard,14,delivered
23956,Standard,13,delivered
23957,Standard,19,delivered
23958,Standard,11,delivered
23959,Standard,32,delivered
23960,Standard,56,delivered
23961,Standard,32,delivered
23962,Standard,20,delivered
23963,Standard,20,delivered
23964,Standard,34,delivered
23965,Standard,22,delivered
23966,Standard,33,delivered
23967,Standard,35,delivered
23968,Standard,21,delivered
23969,Standard,22,delivered
23970,Standard,44,delivered
23971,Standard,35,shipped
23972,Standard,2,delivered
23973,Standard,42,delivered
23974,Express,27,delivered
23975,Standard,40,delivered
23976,Standard,22,delivered
23977,Standard,12,delivered
23978,Express,23,delivered
23979,Standard,16,delivered
23980,Standard,25,delivered
23981,Standard,27,delivered
23982,Standard,36,delivered
23983,Standard,24,unavailable
23984,Express,19,delivered
23985,Standard,29,delivered
23986,Standard,33,delivered
23987,Standard,20,delivered
23988,Standard,22,delivered
23989,Standard,26,delivered
23990,Standard,22,delivered
23991,Standard,42,delivered
23992,Standard,19,delivered
23993,Standard,24,delivered
23994,Standard,38,delivered
23995,Standard,18,delivered
23996,Standard,13,delivered
23997,Standard,26,delivered
23998,Standard,20,delivered
23999,Standard,21,delivered
24000,Standard,19,delivered
24001,Standard,9,delivered
24002,Standard,25,delivered
24003,Standard,26,delivered
24004,Standard,14,delivered
24005,Standard,22,delivered
24006,Standard,19,delivered
24007,Standard,15,delivered
24008,Standard,21,delivered
24009,Standard,17,delivered
24010,Express,32,delivered
24011,Standard,19,delivered
24012,Standard,27,delivered
24013,Standard,12,delivered
24014,Standard,14,delivered
24015,Standard,11,delivered
24016,Standard,36,delivered
24017,Standard,39,delivered
24018,Standard,32,delivered
24019,Standard,31,delivered
24020,Standard,29,delivered
24021,Standard,20,delivered
24022,Standard,7,delivered
24023,Standard,14,delivered
24024,Standard,22,delivered
24025,Standard,45,delivered
24026,Standard,24,delivered
24027,Standard,20,delivered
24028,Standard,30,delivered
24029,Standard,30,delivered
24030,Standard,26,delivered
24031,Standard,32,delivered
24032,Standard,13,delivered
24033,Standard,23,delivered
24034,Standard,23,delivered
24035,Standard,28,delivered
24036,Standard,20,delivered
24037,Standard,26,delivered
24038,Standard,19,delivered
24039,Standard,31,delivered
24040,Standard,21,delivered
24041,Standard,22,delivered
24042,Standard,15,delivered
24043,Standard,13,delivered
24044,Standard,17,delivered
24045,Standard,25,delivered
24046,Standard,15,delivered
24047,Standard,12,delivered
24048,Standard,22,delivered
24049,Standard,21,delivered
24050,Standard,21,delivered
24051,Standard,26,delivered
24052,Standard,34,delivered
24053,Standard,10,delivered
24054,Standard,19,delivered
24055,Standard,40,delivered
24056,Standard,16,delivered
24057,Standard,21,delivered
24058,Standard,27,delivered
24059,Standard,20,delivered
24060,Standard,22,delivered
24061,Standard,27,delivered
24062,Standard,18,delivered
24063,Standard,30,delivered
24064,Standard,4,delivered
24065,Standard,17,delivered
24066,Standard,20,delivered
24067,Standard,17,delivered
24068,Standard,46,invoiced
24069,Standard,32,delivered
24070,Standard,13,delivered
24071,Standard,37,delivered
24072,Standard,35,delivered
24073,Standard,25,delivered
24074,Standard,15,delivered
24075,Standard,29,delivered
24076,Standard,11,delivered
24077,Standard,20,delivered
24078,Standard,24,delivered
24079,Standard,32,delivered
24080,Standard,20,delivered
24081,Standard,32,delivered
24082,Standard,11,delivered
24083,Standard,26,delivered
24084,Standard,34,delivered
24085,Standard,19,delivered
24086,Standard,20,delivered
24087,Standard,29,delivered
24088,Standard,25,delivered
24089,Standard,25,delivered
24090,Standard,29,canceled
24091,Standard,29,delivered
24092,Standard,24,delivered
24093,Standard,24,delivered
24094,Standard,32,delivered
24095,Standard,40,delivered
24096,Express,34,delivered
24097,Standard,19,delivered
24098,Standard,18,canceled
24099,Standard,17,delivered
24100,Standard,32,delivered
24101,Standard,9,delivered
24102,Standard,13,delivered
24103,Standard,25,delivered
24104,Standard,33,delivered
24105,Standard,20,delivered
24106,Standard,47,delivered
24107,Standard,26,delivered
24108,Standard,21,delivered
24109,Standard,32,delivered
24110,Standard,54,delivered
24111,Express,27,delivered
24112,Standard,20,delivered
24113,Standard,24,delivered
24114,Standard,27,delivered
24115,Standard,18,delivered
24116,Standard,33,canceled
24117,Standard,20,delivered
24118,Standard,11,delivered
24119,Standard,33,delivered
24120,Standard,27,delivered
24121,Standard,24,delivered
