category_key,seasonal_flag,product_category,parent_category
9180,1,cool_stuff,Cool_Stuff
9181,1,cool_stuff,Cool_Stuff
9182,1,office_furniture,Office
9183,0,auto,Auto
9184,0,bed_bath_table,Bed
9185,1,sports_leisure,Sports
9186,0,fashion_shoes,Fashion
9187,0,telephony,Telephony
9188,1,baby,Baby
9189,0,pet_shop,Pet
9190,1,computers_accessories,Computers
9191,1,electronics,Electronics
9192,1,watches_gifts,Watches
9193,1,furniture_decor,Furniture
9194,1,bed_bath_table,Bed
9195,1,health_beauty,Health
9196,0,telephony,Telephony
9197,0,bed_bath_table,Bed
9198,1,market_place,Market_Place
9199,0,bed_bath_table,Bed
9200,1,bed_bath_table,Bed
9201,0,fashion_bags_accessories,Fashion
9202,0,telephony,Telephony
9203,1,toys,Toys
9204,1,watches_gifts,Watches
9205,1,baby,Baby
9206,0,furniture_decor,Furniture
9207,0,furniture_decor,Furniture
9208,1,toys,Toys
9209,0,pet_shop,Pet
9210,0,bed_bath_table,Bed
9211,0,auto,Auto
9212,0,computers_accessories,Computers
9213,1,fashion_shoes,Fashion
9214,1,computers_accessories,Computers
9215,0,bed_bath_table,Bed
9216,0,health_beauty,Health
9217,1,cool_stuff,Cool_Stuff
9218,1,auto,Auto
9219,1,air_conditioning,Air_Conditioning
9220,0,books_general_interest,Books
9221,1,furniture_decor,Furniture
9222,0,office_furniture,Office
9223,1,christmas_supplies,Christmas
9224,0,small_appliances,Small_Appliances
9225,1,food,Food
9226,1,pet_shop,Pet
9227,0,computers_accessories,Computers
9228,0,home_appliances,Home
9229,0,garden_tools,Garden
9230,0,sports_leisure,Sports
9231,1,cool_stuff,Cool_Stuff
9232,0,fashion_bags_accessories,Fashion
9233,0,electronics,Electronics
9234,0,auto,Auto
9235,0,bed_bath_table,Bed
9236,0,bed_bath_table,Bed
9237,0,garden_tools,Garden
9238,1,cool_stuff,Cool_Stuff
9239,0,fashion_bags_accessories,Fashion
9240,1,musical_instruments,Musical
9241,1,computers_accessories,Computers
9242,1,furniture_living_room,Furniture
9243,1,sports_leisure,Sports
9244,0,telephony,Telephony
9245,1,furniture_decor,Furniture
9246,1,auto,Auto
9247,0,bed_bath_table,Bed
9248,1,health_beauty,Health
9249,1,electronics,Electronics
9250,1,toys,Toys
9251,1,perfumery,Perfumery
9252,0,not found,Bed
9253,0,computers_accessories,Computers
9254,1,furniture_decor,Furniture
9255,0,auto,Auto
9256,1,computers_accessories,Computers
9257,1,furniture_decor,Furniture
9258,0,furniture_decor,Furniture
9259,0,sports_leisure,Sports
9260,1,cool_stuff,Cool_Stuff
9261,0,furniture_decor,Furniture
9262,1,housewares,Housewares
9263,0,baby,Baby
9264,1,stationery,Stationery
9265,0,sports_leisure,Sports
9266,0,auto,Auto
9267,0,health_beauty,Health
9268,0,furniture_decor,Furniture
9269,1,computers_accessories,Computers
9270,1,toys,Toys
9271,1,sports_leisure,Sports
9272,0,sports_leisure,Sports
9273,1,furniture_decor,Furniture
9274,0,home_construction,Home
9275,1,toys,Toys
9276,1,baby,Baby
9277,1,stationery,Stationery
9278,1,costruction_tools_tools,Costruction
9279,1,garden_tools,Garden
9280,1,cool_stuff,Cool_Stuff
9281,0,auto,Auto
9282,0,computers_accessories,Computers
9283,1,bed_bath_table,Bed
9284,0,baby,Baby
9285,0,electronics,Electronics
9286,1,computers_accessories,Computers
9287,1,watches_gifts,Watches
9288,1,sports_leisure,Sports
9289,1,toys,Toys
9290,0,auto,Auto
9291,1,auto,Auto
9292,1,bed_bath_table,Bed
9293,0,health_beauty,Health
9294,1,auto,Auto
9295,1,computers_accessories,Computers
9296,0,telephony,Telephony
9297,0,pet_shop,Pet
9298,1,bed_bath_table,Bed
9299,1,auto,Auto
9300,1,toys,Toys
9301,0,bed_bath_table,Bed
9302,1,auto,Auto
9303,0,cool_stuff,Cool_Stuff
9304,1,electronics,Electronics
9305,1,auto,Auto
9306,1,sports_leisure,Sports
9307,0,perfumery,Perfumery
9308,0,toys,Toys
9309,1,fashion_bags_accessories,Fashion
9310,0,housewares,Housewares
9311,1,stationery,Stationery
9312,1,industry_commerce_and_business,Industry
9313,0,housewares,Housewares
9314,1,pet_shop,Pet
9315,0,consoles_games,Consoles
9316,0,telephony,Telephony
9317,1,fashion_bags_accessories,Fashion
9318,0,stationery,Stationery
9319,0,furniture_decor,Furniture
9320,0,health_beauty,Health
9321,1,cool_stuff,Cool_Stuff
9322,1,sports_leisure,Sports
9323,0,health_beauty,Health
9324,1,sports_leisure,Sports
9325,1,telephony,Telephony
9326,0,perfumery,Perfumery
9327,1,bed_bath_table,Bed
9328,1,sports_leisure,Sports
9329,1,computers_accessories,Computers
9330,0,furniture_decor,Furniture
9331,1,computers_accessories,Computers
9332,0,housewares,Housewares
9333,0,sports_leisure,Sports
9334,0,auto,Auto
9335,0,health_beauty,Health
9336,1,food_drink,Food
9337,1,computers_accessories,Computers
9338,1,baby,Baby
9339,0,sports_leisure,Sports
9340,1,bed_bath_table,Bed
9341,1,fashion_male_clothing,Fashion
9342,0,perfumery,Perfumery
9343,1,housewares,Housewares
9344,1,furniture_decor,Furniture
9345,1,auto,Auto
9346,0,bed_bath_table,Bed
9347,1,auto,Auto
9348,1,housewares,Housewares
9349,1,stationery,Stationery
9350,0,books_imported,Books
9351,1,health_beauty,Health
9352,0,housewares,Housewares
9353,1,sports_leisure,Sports
9354,0,health_beauty,Health
9355,0,computers_accessories,Computers
9356,0,fashion_bags_accessories,Fashion
9357,1,sports_leisure,Sports
9358,0,bed_bath_table,Bed
9359,1,cool_stuff,Cool_Stuff
9360,0,bed_bath_table,Bed
9361,1,fashion_bags_accessories,Fashion
9362,1,stationery,Stationery
9363,0,health_beauty,Health
9364,0,office_furniture,Office
9365,0,health_beauty,Health
9366,1,furniture_decor,Furniture
9367,1,perfumery,Perfumery
9368,1,baby,Baby
9369,1,housewares,Housewares
9370,1,housewares,Housewares
9371,1,watches_gifts,Watches
9372,0,bed_bath_table,Bed
9373,0,health_beauty,Health
9374,0,sports_leisure,Sports
9375,0,watches_gifts,Watches
9376,1,bed_bath_table,Bed
9377,1,bed_bath_table,Bed
9378,0,garden_tools,Garden
9379,1,fashion_shoes,Fashion
9380,1,furniture_decor,Furniture
9381,1,fashion_bags_accessories,Fashion
9382,1,toys,Toys
9383,0,housewares,Housewares
9384,1,agro_industry_and_commerce,Agro
9385,1,sports_leisure,Sports
9386,1,housewares,Housewares
9387,1,sports_leisure,Sports
9388,0,baby,Baby
9389,1,health_beauty,Health
9390,0,furniture_decor,Furniture
9391,0,audio,Audio
9392,0,sports_leisure,Sports
9393,0,sports_leisure,Sports
9394,0,luggage_accessories,Luggage
9395,0,auto,Auto
9396,1,fixed_telephony,Fixed_Telephony
9397,1,furniture_decor,Furniture
9398,1,toys,Toys
9399,1,bed_bath_table,Bed
9400,0,watches_gifts,Watches
9401,1,sports_leisure,Sports
9402,0,perfumery,Perfumery
9403,0,health_beauty,Health
9404,0,drinks,Drinks
9405,1,auto,Auto
9406,1,luggage_accessories,Luggage
9407,0,consoles_games,Consoles
9408,0,office_furniture,Office
9409,0,auto,Auto
9410,0,garden_tools,Garden
9411,1,toys,Toys
9412,0,not found,Bed
9413,0,pet_shop,Pet
9414,1,housewares,Housewares
9415,1,sports_leisure,Sports
9416,1,sports_leisure,Sports
9417,1,baby,Baby
9418,1,health_beauty,Health
9419,0,consoles_games,Consoles
9420,0,musical_instruments,Musical
9421,0,bed_bath_table,Bed
9422,0,toys,Toys
9423,0,fashion_shoes,Fashion
9424,1,computers_accessories,Computers
9425,0,toys,Toys
9426,0,watches_gifts,Watches
9427,1,housewares,Housewares
9428,1,not found,Bed
9429,0,housewares,Housewares
9430,0,toys,Toys
9431,0,housewares,Housewares
9432,1,books_general_interest,Books
9433,1,bed_bath_table,Bed
9434,0,toys,Toys
9435,1,fashion_bags_accessories,Fashion
9436,1,furniture_decor,Furniture
9437,1,stationery,Stationery
9438,0,stationery,Stationery
9439,1,furniture_decor,Furniture
9440,1,fashion_shoes,Fashion
9441,0,toys,Toys
9442,1,health_beauty,Health
9443,1,office_furniture,Office
9444,1,auto,Auto
9445,0,sports_leisure,Sports
9446,0,electronics,Electronics
9447,0,sports_leisure,Sports
9448,1,health_beauty,Health
9449,1,drinks,Drinks
9450,1,pet_shop,Pet
9451,0,auto,Auto
9452,1,health_beauty,Health
9453,1,home_appliances,Home
9454,1,health_beauty,Health
9455,1,auto,Auto
9456,0,furniture_decor,Furniture
9457,1,bed_bath_table,Bed
9458,0,furniture_decor,Furniture
9459,0,sports_leisure,Sports
9460,0,housewares,Housewares
9461,1,watches_gifts,Watches
9462,1,health_beauty,Health
9463,0,furniture_decor,Furniture
9464,1,sports_leisure,Sports
9465,1,furniture_decor,Furniture
9466,0,sports_leisure,Sports
9467,1,bed_bath_table,Bed
9468,0,electronics,Electronics
9469,0,watches_gifts,Watches
9470,0,computers_accessories,Computers
9471,0,auto,Auto
9472,0,sports_leisure,Sports
9473,0,sports_leisure,Sports
9474,0,watches_gifts,Watches
9475,0,air_conditioning,Air_Conditioning
9476,0,bed_bath_table,Bed
9477,1,food,Food
9478,1,perfumery,Perfumery
9479,0,computers_accessories,Computers
9480,1,sports_leisure,Sports
9481,1,furniture_decor,Furniture
9482,0,sports_leisure,Sports
9483,1,toys,Toys
9484,1,garden_tools,Garden
9485,1,auto,Auto
9486,1,bed_bath_table,Bed
9487,1,housewares,Housewares
9488,0,bed_bath_table,Bed
9489,1,housewares,Housewares
9490,0,stationery,Stationery
9491,1,health_beauty,Health
9492,1,housewares,Housewares
9493,1,toys,Toys
9494,1,computers_accessories,Computers
9495,1,diapers_and_hygiene,Diapers
9496,0,watches_gifts,Watches
9497,0,sports_leisure,Sports
9498,0,furniture_decor,Furniture
9499,1,pet_shop,Pet
9500,0,housewares,Housewares
9501,0,health_beauty,Health
9502,1,music,Music
9503,0,cool_stuff,Cool_Stuff
9504,0,stationery,Stationery
9505,1,sports_leisure,Sports
9506,1,health_beauty,Health
9507,1,housewares,Housewares
9508,0,sports_leisure,Sports
9509,0,auto,Auto
9510,1,stationery,Stationery
9511,1,telephony,Telephony
9512,1,pet_shop,Pet
9513,1,musical_instruments,Musical
9514,0,sports_leisure,Sports
9515,0,garden_tools,Garden
9516,0,watches_gifts,Watches
9517,0,housewares,Housewares
9518,0,fashion_shoes,Fashion
9519,1,fashion_shoes,Fashion
9520,0,market_place,Market_Place
9521,1,auto,Auto
9522,1,furniture_decor,Furniture
9523,1,auto,Auto
9524,1,food_drink,Food
9525,0,home_construction,Home
9526,1,sports_leisure,Sports
9527,1,computers_accessories,Computers
9528,0,auto,Auto
9529,1,arts_and_craftmanship,Arts
9530,0,furniture_decor,Furniture
9531,1,small_appliances,Small_Appliances
9532,1,computers_accessories,Computers
9533,1,furniture_decor,Furniture
9534,1,perfumery,Perfumery
9535,1,home_appliances,Home
9536,0,health_beauty,Health
9537,0,bed_bath_table,Bed
9538,1,baby,Baby
9539,0,stationery,Stationery
9540,1,small_appliances,Small_Appliances
9541,1,perfumery,Perfumery
9542,0,furniture_decor,Furniture
9543,0,computers_accessories,Computers
9544,0,health_beauty,Health
9545,0,books_general_interest,Books
9546,0,auto,Auto
9547,0,furniture_decor,Furniture
9548,1,housewares,Housewares
9549,1,stationery,Stationery
9550,0,garden_tools,Garden
9551,1,sports_leisure,Sports
9552,1,auto,Auto
9553,0,books_technical,Books
9554,0,health_beauty,Health
9555,0,toys,Toys
9556,1,health_beauty,Health
9557,1,watches_gifts,Watches
9558,1,sports_leisure,Sports
9559,1,computers_accessories,Computers
9560,1,computers_accessories,Computers
9561,1,furniture_decor,Furniture
9562,1,sports_leisure,Sports
9563,0,bed_bath_table,Bed
9564,1,bed_bath_table,Bed
9565,1,construction_tools_construction,Construction
9566,0,telephony,Telephony
9567,1,home_appliances,Home
9568,1,furniture_decor,Furniture
9569,0,toys,Toys
9570,0,furniture_decor,Furniture
9571,1,baby,Baby
9572,1,garden_tools,Garden
9573,0,furniture_decor,Furniture
9574,1,furniture_decor,Furniture
9575,0,fixed_telephony,Fixed_Telephony
9576,1,furniture_decor,Furniture
9577,1,kitchen_dining_laundry_garden_furniture,Kitchen
9578,1,baby,Baby
9579,1,bed_bath_table,Bed
9580,0,garden_tools,Garden
9581,1,stationery,Stationery
9582,1,computers_accessories,Computers
9583,0,pet_shop,Pet
9584,0,health_beauty,Health
9585,0,health_beauty,Health
9586,0,computers_accessories,Computers
9587,1,housewares,Housewares
9588,1,toys,Toys
9589,0,health_beauty,Health
9590,0,bed_bath_table,Bed
9591,0,furniture_living_room,Furniture
9592,1,health_beauty,Health
9593,0,bed_bath_table,Bed
9594,0,pet_shop,Pet
9595,0,bed_bath_table,Bed
9596,0,computers_accessories,Computers
9597,1,health_beauty,Health
9598,0,health_beauty,Health
9599,1,construction_tools_construction,Construction
9600,0,sports_leisure,Sports
9601,0,baby,Baby
9602,1,health_beauty,Health
9603,0,computers_accessories,Computers
9604,1,furniture_decor,Furniture
9605,0,toys,Toys
9606,1,toys,Toys
9607,0,telephony,Telephony
9608,1,watches_gifts,Watches
9609,0,sports_leisure,Sports
9610,0,garden_tools,Garden
9611,0,computers_accessories,Computers
9612,0,home_construction,Home
9613,0,home_construction,Home
9614,1,computers_accessories,Computers
9615,0,housewares,Housewares
9616,0,computers_accessories,Computers
9617,1,health_beauty,Health
9618,0,sports_leisure,Sports
9619,1,auto,Auto
9620,1,sports_leisure,Sports
9621,0,perfumery,Perfumery
9622,0,home_confort,Home
9623,1,fashion_bags_accessories,Fashion
9624,0,toys,Toys
9625,0,furniture_living_room,Furniture
9626,0,toys,Toys
9627,0,small_appliances,Small_Appliances
9628,0,watches_gifts,Watches
9629,1,housewares,Housewares
9630,1,housewares,Housewares
9631,1,electronics,Electronics
9632,1,fashion_bags_accessories,Fashion
9633,1,fashion_bags_accessories,Fashion
9634,0,luggage_accessories,Luggage
9635,1,perfumery,Perfumery
9636,1,auto,Auto
9637,0,housewares,Housewares
9638,0,health_beauty,Health
9639,1,cool_stuff,Cool_Stuff
9640,1,stationery,Stationery
9641,1,consoles_games,Consoles
9642,0,furniture_decor,Furniture
9643,0,housewares,Housewares
9644,1,cool_stuff,Cool_Stuff
9645,1,pet_shop,Pet
9646,0,baby,Baby
9647,0,computers_accessories,Computers
9648,0,construction_tools_construction,Construction
9649,0,bed_bath_table,Bed
9650,0,bed_bath_table,Bed
9651,1,sports_leisure,Sports
9652,1,bed_bath_table,Bed
9653,1,health_beauty,Health
9654,0,office_furniture,Office
9655,1,luggage_accessories,Luggage
9656,0,baby,Baby
9657,0,cool_stuff,Cool_Stuff
9658,1,toys,Toys
9659,1,furniture_decor,Furniture
9660,0,computers_accessories,Computers
9661,0,home_confort,Home
9662,1,bed_bath_table,Bed
9663,1,telephony,Telephony
9664,0,consoles_games,Consoles
9665,1,luggage_accessories,Luggage
9666,0,furniture_decor,Furniture
9667,0,watches_gifts,Watches
9668,1,baby,Baby
9669,0,watches_gifts,Watches
9670,1,auto,Auto
9671,1,perfumery,Perfumery
9672,0,cool_stuff,Cool_Stuff
9673,1,electronics,Electronics
9674,1,computers_accessories,Computers
9675,0,costruction_tools_garden,Costruction
9676,1,housewares,Housewares
9677,0,housewares,Housewares
9678,0,computers_accessories,Computers
9679,1,fashion_male_clothing,Fashion
9680,0,watches_gifts,Watches
9681,1,furniture_decor,Furniture
9682,1,fashion_bags_accessories,Fashion
9683,1,fashion_bags_accessories,Fashion
9684,1,furniture_decor,Furniture
9685,0,watches_gifts,Watches
9686,0,furniture_decor,Furniture
9687,1,health_beauty,Health
9688,0,housewares,Housewares
9689,0,bed_bath_table,Bed
9690,0,furniture_decor,Furniture
9691,1,consoles_games,Consoles
9692,1,consoles_games,Consoles
9693,0,cool_stuff,Cool_Stuff
9694,0,not found,Bed
9695,1,stationery,Stationery
9696,1,food_drink,Food
9697,1,computers_accessories,Computers
9698,0,audio,Audio
9699,0,toys,Toys
9700,0,fashion_underwear_beach,Fashion
9701,0,sports_leisure,Sports
9702,0,costruction_tools_garden,Costruction
9703,0,sports_leisure,Sports
9704,0,auto,Auto
9705,0,telephony,Telephony
9706,1,small_appliances,Small_Appliances
9707,1,furniture_decor,Furniture
9708,1,garden_tools,Garden
9709,0,home_appliances,Home
9710,0,auto,Auto
9711,1,musical_instruments,Musical
9712,0,perfumery,Perfumery
9713,0,bed_bath_table,Bed
9714,1,health_beauty,Health
9715,1,housewares,Housewares
9716,1,furniture_decor,Furniture
9717,1,auto,Auto
9718,1,housewares,Housewares
9719,0,auto,Auto
9720,1,bed_bath_table,Bed
9721,1,health_beauty,Health
9722,0,health_beauty,Health
9723,1,cool_stuff,Cool_Stuff
9724,1,housewares,Housewares
9725,1,stationery,Stationery
9726,1,computers_accessories,Computers
9727,1,sports_leisure,Sports
9728,1,toys,Toys
9729,1,stationery,Stationery
9730,0,health_beauty,Health
9731,0,fashion_bags_accessories,Fashion
9732,1,bed_bath_table,Bed
9733,1,perfumery,Perfumery
9734,0,computers_accessories,Computers
9735,1,bed_bath_table,Bed
9736,1,furniture_decor,Furniture
9737,0,small_appliances,Small_Appliances
9738,0,stationery,Stationery
9739,0,toys,Toys
9740,0,baby,Baby
9741,0,housewares,Housewares
9742,1,cool_stuff,Cool_Stuff
9743,0,fashion_bags_accessories,Fashion
9744,0,health_beauty,Health
9745,0,air_conditioning,Air_Conditioning
9746,1,computers_accessories,Computers
9747,1,bed_bath_table,Bed
9748,0,office_furniture,Office
9749,1,computers_accessories,Computers
9750,0,health_beauty,Health
9751,1,bed_bath_table,Bed
9752,0,bed_bath_table,Bed
9753,1,health_beauty,Health
9754,1,market_place,Market_Place
9755,1,home_appliances,Home
9756,1,computers_accessories,Computers
9757,0,auto,Auto
9758,0,bed_bath_table,Bed
9759,0,sports_leisure,Sports
9760,1,bed_bath_table,Bed
9761,0,computers_accessories,Computers
9762,1,stationery,Stationery
9763,1,luggage_accessories,Luggage
9764,0,furniture_decor,Furniture
9765,0,pet_shop,Pet
9766,0,not found,Bed
9767,0,computers_accessories,Computers
9768,0,toys,Toys
9769,1,bed_bath_table,Bed
9770,0,bed_bath_table,Bed
9771,1,garden_tools,Garden
9772,1,perfumery,Perfumery
9773,1,telephony,Telephony
9774,1,bed_bath_table,Bed
9775,1,furniture_decor,Furniture
9776,1,garden_tools,Garden
9777,1,garden_tools,Garden
9778,1,perfumery,Perfumery
9779,0,watches_gifts,Watches
9780,1,musical_instruments,Musical
9781,1,watches_gifts,Watches
9782,1,fashion_bags_accessories,Fashion
9783,0,bed_bath_table,Bed
9784,0,sports_leisure,Sports
9785,1,fashion_bags_accessories,Fashion
9786,1,home_construction,Home
9787,0,telephony,Telephony
9788,1,bed_bath_table,Bed
9789,0,fashion_bags_accessories,Fashion
9790,1,office_furniture,Office
9791,0,stationery,Stationery
9792,1,toys,Toys
9793,1,health_beauty,Health
9794,1,housewares,Housewares
9795,0,baby,Baby
9796,0,sports_leisure,Sports
9797,1,watches_gifts,Watches
9798,1,stationery,Stationery
9799,1,luggage_accessories,Luggage
9800,1,watches_gifts,Watches
9801,0,furniture_decor,Furniture
9802,0,perfumery,Perfumery
9803,1,auto,Auto
9804,0,housewares,Housewares
9805,1,music,Music
9806,0,musical_instruments,Musical
9807,0,bed_bath_table,Bed
9808,1,health_beauty,Health
9809,1,consoles_games,Consoles
9810,1,audio,Audio
9811,1,bed_bath_table,Bed
9812,1,bed_bath_table,Bed
9813,0,home_appliances_2,Home
9814,0,health_beauty,Health
9815,0,stationery,Stationery
9816,1,housewares,Housewares
9817,0,fashion_bags_accessories,Fashion
9818,0,health_beauty,Health
9819,1,fashion_male_clothing,Fashion
9820,0,housewares,Housewares
9821,1,small_appliances,Small_Appliances
9822,0,housewares,Housewares
9823,0,baby,Baby
9824,0,sports_leisure,Sports
9825,0,watches_gifts,Watches
9826,1,watches_gifts,Watches
9827,0,audio,Audio
9828,0,bed_bath_table,Bed
9829,0,health_beauty,Health
9830,0,pet_shop,Pet
9831,0,computers_accessories,Computers
9832,0,toys,Toys
9833,0,baby,Baby
9834,0,health_beauty,Health
9835,1,garden_tools,Garden
9836,0,health_beauty,Health
9837,0,bed_bath_table,Bed
9838,0,sports_leisure,Sports
9839,0,computers_accessories,Computers
9840,1,fashion_bags_accessories,Fashion
9841,0,baby,Baby
9842,0,cool_stuff,Cool_Stuff
9843,1,telephony,Telephony
9844,1,bed_bath_table,Bed
9845,0,telephony,Telephony
9846,0,pet_shop,Pet
9847,0,housewares,Housewares
9848,0,cool_stuff,Cool_Stuff
9849,1,industry_commerce_and_business,Industry
9850,1,toys,Toys
9851,1,bed_bath_table,Bed
9852,0,sports_leisure,Sports
9853,0,not found,Bed
9854,1,bed_bath_table,Bed
9855,1,garden_tools,Garden
9856,0,auto,Auto
9857,0,fashion_male_clothing,Fashion
9858,1,auto,Auto
9859,0,electronics,Electronics
9860,1,sports_leisure,Sports
9861,1,sports_leisure,Sports
9862,1,telephony,Telephony
9863,1,cool_stuff,Cool_Stuff
9864,1,sports_leisure,Sports
9865,1,garden_tools,Garden
9866,1,furniture_decor,Furniture
9867,1,computers_accessories,Computers
9868,0,bed_bath_table,Bed
9869,1,health_beauty,Health
9870,0,bed_bath_table,Bed
9871,0,toys,Toys
9872,0,health_beauty,Health
9873,1,sports_leisure,Sports
9874,1,health_beauty,Health
9875,1,perfumery,Perfumery
9876,1,baby,Baby
9877,1,housewares,Housewares
9878,0,furniture_decor,Furniture
9879,1,health_beauty,Health
9880,1,construction_tools_construction,Construction
9881,1,cool_stuff,Cool_Stuff
9882,1,bed_bath_table,Bed
9883,0,toys,Toys
9884,1,telephony,Telephony
9885,0,computers_accessories,Computers
9886,0,baby,Baby
9887,0,housewares,Housewares
9888,1,perfumery,Perfumery
9889,0,electronics,Electronics
9890,1,fashion_shoes,Fashion
9891,0,telephony,Telephony
9892,1,auto,Auto
9893,1,auto,Auto
9894,1,housewares,Housewares
9895,1,bed_bath_table,Bed
9896,0,housewares,Housewares
9897,1,bed_bath_table,Bed
9898,0,auto,Auto
9899,1,sports_leisure,Sports
9900,1,not found,Bed
9901,0,auto,Auto
9902,0,housewares,Housewares
9903,0,telephony,Telephony
9904,0,perfumery,Perfumery
9905,1,books_general_interest,Books
9906,0,pet_shop,Pet
9907,0,consoles_games,Consoles
9908,1,telephony,Telephony
9909,0,computers_accessories,Computers
9910,0,construction_tools_safety,Construction
9911,1,baby,Baby
9912,0,electronics,Electronics
9913,1,health_beauty,Health
9914,1,auto,Auto
9915,1,bed_bath_table,Bed
9916,1,health_beauty,Health
9917,0,stationery,Stationery
9918,0,furniture_decor,Furniture
9919,0,bed_bath_table,Bed
9920,0,stationery,Stationery
9921,1,computers_accessories,Computers
9922,0,watches_gifts,Watches
9923,0,furniture_decor,Furniture
9924,0,baby,Baby
9925,0,sports_leisure,Sports
9926,0,watches_gifts,Watches
9927,1,toys,Toys
9928,0,bed_bath_table,Bed
9929,0,cool_stuff,Cool_Stuff
9930,0,bed_bath_table,Bed
9931,1,consoles_games,Consoles
9932,1,telephony,Telephony
9933,0,health_beauty,Health
9934,1,housewares,Housewares
9935,1,pet_shop,Pet
9936,1,furniture_decor,Furniture
9937,1,health_beauty,Health
9938,1,consoles_games,Consoles
9939,0,bed_bath_table,Bed
9940,1,health_beauty,Health
9941,1,sports_leisure,Sports
9942,0,bed_bath_table,Bed
9943,0,telephony,Telephony
9944,0,home_confort,Home
9945,0,sports_leisure,Sports
9946,1,not found,Bed
9947,0,watches_gifts,Watches
9948,0,home_construction,Home
9949,1,fashion_bags_accessories,Fashion
9950,1,furniture_decor,Furniture
9951,0,baby,Baby
9952,1,fixed_telephony,Fixed_Telephony
9953,1,sports_leisure,Sports
9954,1,stationery,Stationery
9955,1,fashion_bags_accessories,Fashion
9956,1,bed_bath_table,Bed
9957,0,auto,Auto
9958,0,sports_leisure,Sports
9959,1,baby,Baby
9960,1,construction_tools_construction,Construction
9961,0,bed_bath_table,Bed
9962,1,baby,Baby
9963,1,watches_gifts,Watches
9964,0,watches_gifts,Watches
9965,0,health_beauty,Health
9966,0,sports_leisure,Sports
9967,1,computers_accessories,Computers
9968,1,furniture_decor,Furniture
9969,0,cool_stuff,Cool_Stuff
9970,1,computers_accessories,Computers
9971,1,audio,Audio
9972,0,fashio_female_clothing,Fashion
9973,0,garden_tools,Garden
9974,1,telephony,Telephony
9975,0,bed_bath_table,Bed
9976,0,fashion_bags_accessories,Fashion
9977,0,health_beauty,Health
9978,0,computers_accessories,Computers
9979,0,garden_tools,Garden
9980,1,construction_tools_construction,Construction
9981,0,books_general_interest,Books
9982,0,bed_bath_table,Bed
9983,1,fashion_bags_accessories,Fashion
9984,1,watches_gifts,Watches
9985,0,not found,Bed
9986,0,computers_accessories,Computers
9987,1,watches_gifts,Watches
9988,0,sports_leisure,Sports
9989,1,pet_shop,Pet
9990,0,pet_shop,Pet
9991,1,bed_bath_table,Bed
9992,1,art,Art
9993,1,fashion_sport,Fashion
9994,0,perfumery,Perfumery
9995,1,sports_leisure,Sports
9996,0,not found,Bed
9997,1,bed_bath_table,Bed
9998,0,bed_bath_table,Bed
9999,1,bed_bath_table,Bed
10000,1,toys,Toys
10001,0,bed_bath_table,Bed
10002,0,furniture_decor,Furniture
10003,1,sports_leisure,Sports
10004,0,baby,Baby
10005,0,bed_bath_table,Bed
10006,0,books_imported,Books
10007,0,small_appliances,Small_Appliances
10008,1,housewares,Housewares
10009,0,auto,Auto
10010,0,fashion_bags_accessories,Fashion
10011,0,sports_leisure,Sports
10012,0,health_beauty,Health
10013,0,not found,Bed
10014,1,bed_bath_table,Bed
10015,1,books_technical,Books
10016,0,furniture_decor,Furniture
10017,0,furniture_decor,Furniture
10018,1,bed_bath_table,Bed
10019,0,telephony,Telephony
10020,1,watches_gifts,Watches
10021,0,watches_gifts,Watches
10022,1,bed_bath_table,Bed
10023,1,stationery,Stationery
10024,1,health_beauty,Health
10025,0,bed_bath_table,Bed
10026,0,fashion_bags_accessories,Fashion
10027,1,health_beauty,Health
10028,0,toys,Toys
10029,0,furniture_decor,Furniture
10030,1,toys,Toys
10031,1,garden_tools,Garden
10032,1,garden_tools,Garden
10033,0,watches_gifts,Watches
10034,1,sports_leisure,Sports
10035,1,not found,Bed
10036,0,computers_accessories,Computers
10037,0,not found,Bed
10038,1,dvds_blu_ray,Dvds
10039,1,home_appliances_2,Home
10040,1,housewares,Housewares
10041,1,fashion_bags_accessories,Fashion
10042,0,health_beauty,Health
10043,0,furniture_decor,Furniture
10044,1,computers_accessories,Computers
10045,1,computers_accessories,Computers
10046,0,consoles_games,Consoles
10047,0,furniture_living_room,Furniture
10048,0,furniture_decor,Furniture
10049,1,pet_shop,Pet
10050,0,furniture_decor,Furniture
10051,0,audio,Audio
10052,0,not found,Bed
10053,1,fashion_male_clothing,Fashion
10054,0,furniture_decor,Furniture
10055,1,toys,Toys
10056,0,bed_bath_table,Bed
10057,0,bed_bath_table,Bed
10058,1,sports_leisure,Sports
10059,0,furniture_decor,Furniture
10060,1,sports_leisure,Sports
10061,0,health_beauty,Health
10062,0,computers_accessories,Computers
10063,1,baby,Baby
10064,1,auto,Auto
10065,0,fashion_shoes,Fashion
10066,1,home_appliances,Home
10067,1,electronics,Electronics
10068,1,home_confort,Home
10069,0,arts_and_craftmanship,Arts
10070,0,fashion_bags_accessories,Fashion
10071,0,toys,Toys
10072,0,musical_instruments,Musical
10073,1,housewares,Housewares
10074,0,housewares,Housewares
10075,0,health_beauty,Health
10076,0,housewares,Housewares
10077,0,health_beauty,Health
10078,0,perfumery,Perfumery
10079,0,furniture_decor,Furniture
10080,1,furniture_decor,Furniture
10081,1,watches_gifts,Watches
10082,1,health_beauty,Health
